nombre;central;tecnologia_etiqueta;nombre_agente;tecnologia;tecnologia_maquinas;potencia_instalada_mw;provincia;departamento;aglomeracion;sistema;pah;id_renovar;resolucion_renovables;fuente;geojson;Logitud;Latitud
PQUE SOLAR HELIOS SANTA ROSA 2;HSR2FV;Fotovoltaica;PQUE SOLAR HELIOS SANTA ROSA 2;SOL;FOTOVOLTAICA;;MENDOZA;Santa Rosa;;Interconectado MEM;;;;DIE;"{""type"":""Point"",""coordinates"":[-68.1653471140472,-33.2146424663355]}";-681.653.471.140.472;-332.146.424.663.355
Aldea Apeleg;;Térmica;;DI;;;CHUBUT;Río Senguer;ALDEA APELEG;Aislado;;;;ENRE CHUBUT;"{""type"":""Point"",""coordinates"":[-70.852687,-44.686278]}";-70.852.687;-44.686.278
Aldea Beleiro;;Térmica;;DI;;;CHUBUT;Río Senguer;;Aislado;;;;ENRE CHUBUT;"{""type"":""Point"",""coordinates"":[-71.525366,-45.554258]}";-71.525.366;-45.554.258
Aldea Epulef;;Térmica;;DI;;;CHUBUT;Languiñeo;;Aislado;;;;ENRE CHUBUT;"{""type"":""Point"",""coordinates"":[-69.692142,-43.3197611]}";-69.692.142;-433.197.611
Alto Río Senguer;;Térmica;;DI;;;CHUBUT;Río Senguer;ALTO RIO SENGUER;Aislado;;;;ENRE CHUBUT;"{""type"":""Point"",""coordinates"":[-70.81083,-45.035931]}";-7.081.083;-45.035.931
Arroyo Verde;;Térmica;;DI;;;RIO NEGRO;San Antonio;;Aislado;;;;ENRE CHUBUT;"{""type"":""Point"",""coordinates"":[-65.294025,-41.995905]}";-65.294.025;-41.995.905
Atilio Viglione;;Térmica;;DI;;;CHUBUT;Tehuelches;;Aislado;;;;ENRE CHUBUT;"{""type"":""Point"",""coordinates"":[-71.66428,-44.189636]}";-7.166.428;-44.189.636
Bajada del Diablo;;Térmica;;DI;;;CHUBUT;Mártires;;Aislado;;;;ENRE CHUBUT;"{""type"":""Point"",""coordinates"":[-67.457795,-42.884297]}";-67.457.795;-42.884.297
Blancuntre;;Térmica;;DI;;;CHUBUT;Gastre;;Aislado;;;;ENRE CHUBUT;"{""type"":""Point"",""coordinates"":[-68.904505,-42.620367]}";-68.904.505;-42.620.367
Buen Pasto;;Térmica;;DI;;;CHUBUT;Sarmiento;;Aislado;;;;ENRE CHUBUT;"{""type"":""Point"",""coordinates"":[-69.464113,-45.080107]}";-69.464.113;-45.080.107
Camarones;;Térmica;;DI;;;CHUBUT;Florentino Ameghino;CAMARONES;Aislado;;;;ENRE CHUBUT;"{""type"":""Point"",""coordinates"":[-65.714319,-44.797662]}";-65.714.319;-44.797.662
Cerro Condor;;Térmica;;DI;;;CHUBUT;Paso de Indios;;Aislado;;;;ENRE CHUBUT;"{""type"":""Point"",""coordinates"":[-69.164595,-43.421944]}";-69.164.595;-43.421.944
Chacay Oeste;;Térmica;;DI;;;CHUBUT;Telsen;;Aislado;;;;ENRE CHUBUT;"{""type"":""Point"",""coordinates"":[-68.061683,-42.677583]}";-68.061.683;-42.677.583
Colan Conhue;;Térmica;;DI;;;CHUBUT;Languiñeo;COLAN CONHUE;Aislado;;;;ENRE CHUBUT;"{""type"":""Point"",""coordinates"":[-69.93011,-43.2418171]}";-6.993.011;-432.418.171
Colonia Cushamen;;Térmica;;DI;;;CHUBUT;Cushamen;;Aislado;;;;ENRE CHUBUT;"{""type"":""Point"",""coordinates"":[-70.887837,-42.109864]}";-70.887.837;-42.109.864
Corcovado;;Térmica;;DI;;;CHUBUT;Futaleufú;CORCOVADO;Aislado;;;;ENRE CHUBUT;"{""type"":""Point"",""coordinates"":[-71.469113,-43.535228]}";-71.469.113;-43.535.228
Costa del Lepa;;Térmica;;DI;;;CHUBUT;Cushamen;;Aislado;;;;ENRE CHUBUT;"{""type"":""Point"",""coordinates"":[-70.750469,-42.6883791]}";-70.750.469;-426.883.791
Cushamen;;Térmica;;DI;;;CHUBUT;Cushamen;CUSHAMEN CENTRO;Aislado;;;;ENRE CHUBUT;"{""type"":""Point"",""coordinates"":[-70.665548,-42.170692]}";-70.665.548;-42.170.692
Dr. Ricardo Rojas;;Térmica;;DI;;;CHUBUT;Río Senguer;;Aislado;;;;ENRE CHUBUT;"{""type"":""Point"",""coordinates"":[-71.038515,-45.579786]}";-71.038.515;-45.579.786
El Escorial;;Térmica;;DI;;;CHUBUT;Gastre;;Aislado;;;;ENRE CHUBUT;"{""type"":""Point"",""coordinates"":[-68.541458,-43.08959]}";-68.541.458;-4.308.959
El Mirasol;;Térmica;;DI;;;CHUBUT;Mártires;;Aislado;;;;ENRE CHUBUT;"{""type"":""Point"",""coordinates"":[-67.760337,-43.2838151]}";-67.760.337;-432.838.151
El Turbio;;Térmica;;DI;;;CHUBUT;Cushamen;;Aislado;;;;ENRE CHUBUT;"{""type"":""Point"",""coordinates"":[-71.700541,-42.2480131]}";-71.700.541;-422.480.131
Facundo;;Térmica;;DI;;;CHUBUT;Río Senguer;FACUNDO;Aislado;;;;ENRE CHUBUT;"{""type"":""Point"",""coordinates"":[-69.973357,-45.312037]}";-69.973.357;-45.312.037
Fofo  Cahuel;;Térmica;;DI;;;CHUBUT;Cushamen;;Aislado;;;;ENRE CHUBUT;"{""type"":""Point"",""coordinates"":[-70.530505,-42.407902]}";-70.530.505;-42.407.902
Gan Gan;;Térmica;;DI;;;CHUBUT;Telsen;;Aislado;;;;ENRE CHUBUT;"{""type"":""Point"",""coordinates"":[-68.271965,-42.52256]}";-68.271.965;-4.252.256
Gastre;;Térmica;;DI;;;CHUBUT;Gastre;;Aislado;;;;ENRE CHUBUT;"{""type"":""Point"",""coordinates"":[-69.227123,-42.268959]}";-69.227.123;-42.268.959
Gobernador Costa;;Térmica;;DI;;;CHUBUT;Tehuelches;GOBERNADOR COSTA;Aislado;;;;ENRE CHUBUT;"{""type"":""Point"",""coordinates"":[-70.566936,-44.0567851]}";-70.566.936;-440.567.851
Gualjaina;;Térmica;;DI;;;CHUBUT;Cushamen;;Aislado;;;;ENRE CHUBUT;"{""type"":""Point"",""coordinates"":[-70.533433,-42.718546]}";-70.533.433;-42.718.546
Lago Blanco;;Térmica;;DI;;;CHUBUT;Río Senguer;LAGO BLANCO;Aislado;;;;ENRE CHUBUT;"{""type"":""Point"",""coordinates"":[-71.270254,-45.9371581]}";-71.270.254;-459.371.581
Lagunita Salada;;Térmica;;DI;;;CHUBUT;Gastre;;Aislado;;;;ENRE CHUBUT;"{""type"":""Point"",""coordinates"":[-69.14832,-42.739991]}";-6.914.832;-42.739.991
Las Plumas;;Térmica;;DI;;;CHUBUT;Mártires;LAS PLUMAS;Aislado;;;;ENRE CHUBUT;"{""type"":""Point"",""coordinates"":[-67.278267,-43.720883]}";-67.278.267;-43.720.883
Los Altares;;Térmica;;DI;;;CHUBUT;Paso de Indios;LOS ALTARES;Aislado;;;;ENRE CHUBUT;"{""type"":""Point"",""coordinates"":[-68.412724,-43.8836111]}";-68.412.724;-438.836.111
Ñorquinco Sur;;Térmica;;DI;;;CHUBUT;Cushamen;;Aislado;;;;ENRE CHUBUT;"{""type"":""Point"",""coordinates"":[-70.856488,-42.023397]}";-70.856.488;-42.023.397
Paso de Indios;;Térmica;;DI;;;CHUBUT;Paso de Indios;;Aislado;;;;ENRE CHUBUT;"{""type"":""Point"",""coordinates"":[-69.026419,-43.861881]}";-69.026.419;-43.861.881
Paso del Sapo;;Térmica;;DI;;;CHUBUT;Languiñeo;;Aislado;;;;ENRE CHUBUT;"{""type"":""Point"",""coordinates"":[-69.607679,-42.7382911]}";-69.607.679;-427.382.911
Piedra Parada;;Térmica;;DI;;;CHUBUT;Languiñeo;;Aislado;;;;ENRE CHUBUT;"{""type"":""Point"",""coordinates"":[-70.153294,-42.662756]}";-70.153.294;-42.662.756
Raquil Huao;;Térmica;;DI;;;CHUBUT;Cushamen;;Aislado;;;;ENRE CHUBUT;"{""type"":""Point"",""coordinates"":[-70.9200271,-42.267023]}";-709.200.271;-42.267.023
Río Mayo;;Térmica;;DI;;;CHUBUT;Río Senguer;;Aislado;;;;ENRE CHUBUT;"{""type"":""Point"",""coordinates"":[-70.2499051,-45.69093]}";-702.499.051;-4.569.093
Río Pico;;Térmica;;DI;;;CHUBUT;Tehuelches;;Aislado;;;;ENRE CHUBUT;"{""type"":""Point"",""coordinates"":[-71.380521,-44.215763]}";-71.380.521;-44.215.763
Tecka;;Térmica;;DI;;;CHUBUT;Languiñeo;;Aislado;;;;ENRE CHUBUT;"{""type"":""Point"",""coordinates"":[-70.8080721,-43.491195]}";-708.080.721;-43.491.195
Sepaucal;;Térmica;;DI;;;CHUBUT;Telsen;;Aislado;;;;ENRE CHUBUT;"{""type"":""Point"",""coordinates"":[-67.4043831,-42.272303]}";-674.043.831;-42.272.303
Telsen;;Térmica;;DI;;;CHUBUT;Telsen;;Aislado;;;;ENRE CHUBUT;"{""type"":""Point"",""coordinates"":[-66.9634231,-42.440155]}";-669.634.231;-42.440.155
Yala Laubat;;Térmica;;DI;;;CHUBUT;Gastre;;Aislado;;;;ENRE CHUBUT;"{""type"":""Point"",""coordinates"":[-68.8661391,-42.75937]}";-688.661.391;-4.275.937
BIOGAS CTBG BIOGAS BELL VILLE;BVIB;Biogas;BIOGAS CTBG BIOGAS BELL VILLE;BIOG;BIOGAS;;CORDOBA;Unión;;Interconectado MEM;;;;CAMMESA;"{""type"":""Point"",""coordinates"":[-62.6303145301393,-32.6211663555919]}";-626.303.145.301.393;-326.211.663.555.919
CTBG San Luis - Diaser S.A.;SLUI;Biogas;CTBG San Luis - Diaser S.A.;BIOG;BIOGAS;;SAN LUIS;General Pedernera;;Interconectado MEM;;;;CAMMESA;"{""type"":""Point"",""coordinates"":[-65.5237167931177,-33.6332913323608]}";-655.237.167.931.177;-336.332.913.323.608
GENNEIA S.A.EOLICOS;ELBIEO;Eólica;GENNEIA S.A.EOLICOS;EOL;EOLICA;;BUENOS AIRES;Tandil;;Interconectado MEM;;;;CAMMESA;"{""type"":""Point"",""coordinates"":[-59.0055802912524,-37.6974741416887]}";-590.055.802.912.524;-376.974.741.416.887
P.EOLICO PAMPA ENERGIA;PEP6EO;Eólica;P.EOLICO PAMPA ENERGIA;EOL;EOLICA;;BUENOS AIRES;Bahía Blanca;;Interconectado MEM;;;;CAMMESA;"{""type"":""Point"",""coordinates"":[-61.9673237470551,-38.6574225286342]}";-619.673.237.470.551;-386.574.225.286.342
P.EOLICO LEVALLE;LEV1EO;Eólica;P.EOLICO LEVALLE;EOL;EOLICA;;CORDOBA;Presidente Roque Sáenz Peña;;Interconectado MEM;;;;CAMMESA;"{""type"":""Point"",""coordinates"":[-63.9025042201764,-34.0332539048498]}";-639.025.042.201.764;-340.332.539.048.498
360 ENERGY FV;LRIOFV;Fotovoltaica;360 ENERGY FV;SOL;FOTOVOLTAICA;;LA RIOJA;Chilecito;;Interconectado MEM;;;;CAMMESA;"{""type"":""Point"",""coordinates"":[-67.4207317069982,-29.3109417907436]}";-674.207.317.069.982;-293.109.417.907.436
ARROYO SECO COGENERACION GMED.;ASEC;Térmica;ARROYO SECO COGENERACION GMED.;CC;TURBO GAS;;SANTA FE;Rosario;ARROYO SECO;Interconectado MEM;;;;CAMMESA;"{""type"":""Point"",""coordinates"":[-60.5218699768269,-33.1246098425865]}";-605.218.699.768.269;-331.246.098.425.865
PQUE SOLAR PAMPA DEL INFIERNO;PINFFV;Fotovoltaica;PQUE SOLAR PAMPA DEL INFIERNO;SOL;FOTOVOLTAICA;;CHACO;Almirante Brown;;Interconectado MEM;;;;CAMMESA;"{""type"":""Point"",""coordinates"":[-61.2156457642094,-26.4907264600876]}";-612.156.457.642.094;-264.907.264.600.876
P.EOLICO LEVALLE;LEV2EO;Eólica;P.EOLICO LEVALLE;EOL;EOLICA;;CORDOBA;Presidente Roque Sáenz Peña;;Interconectado MEM;;;;CAMMESA;"{""type"":""Point"",""coordinates"":[-63.9121632567096,-34.0798422886143]}";-639.121.632.567.096;-340.798.422.886.143
CTBM Autogenerador La Florida;LFLO;Térmica;CTBM Autogenerador La Florida;TV;BIOMASA;;TUCUMAN;Cruz Alta;LA FLORIDA;Interconectado MEM;;;;CAMMESA;"{""type"":""Point"",""coordinates"":[-65.0852473315527,-26.8172717595715]}";-650.852.473.315.527;-268.172.717.595.715
PQUE SOLAR FTV CUTRAL CO;CUTRFV;Fotovoltaica;PQUE SOLAR FTV CUTRAL CO;SOL;FOTOVOLTAICA;;NEUQUEN;Confluencia;;Interconectado MEM;;;;CAMMESA;"{""type"":""Point"",""coordinates"":[-69.2782653441248,-38.93509175274]}";-692.782.653.441.248;-3.893.509.175.274
